t_ms,raw,volts,ohms
100450,3715.8,2.994,1021.0
100500,3715.2,2.994,1022.0
100550,3716.8,2.995,1018.0
100600,3716.6,2.995,1018.0
100650,3716.2,2.995,1019.0
100700,3715.6,2.994,1021.0
100750,3715.7,2.994,1021.0
100800,3717.0,2.995,1017.0
100850,3717.9,2.996,1014.0
100900,3717.2,2.996,1016.0
100950,3712.8,2.992,1030.0
101000,3718.3,2.996,1013.0
101050,3716.4,2.995,1019.0
101100,3718.1,2.996,1014.0
101150,3719.8,2.998,1009.0
101200,3717.9,2.996,1014.0
101250,3716.5,2.995,1018.0
101300,3717.3,2.996,1016.0
101350,3716.2,2.995,1019.0
101400,3715.1,2.994,1023.0
101450,3717.1,2.995,1017.0
101500,3715.2,2.994,1022.0
101550,3716.3,2.995,1019.0
101600,3715.4,2.994,1022.0
101650,3718.8,2.997,1012.0
101700,3716.4,2.995,1019.0
101750,3716.7,2.995,1018.0
101800,3715.1,2.994,1023.0
101850,3717.2,2.996,1016.0
101900,3715.6,2.994,1021.0
101950,3717.4,2.996,1016.0
102000,3715.3,2.994,1022.0
102050,3717.0,2.995,1017.0
102100,3718.0,2.996,1014.0
102150,3718.3,2.996,1013.0
102200,3716.8,2.995,1018.0
102250,3716.8,2.995,1018.0
102300,3719.9,2.998,1008.0
102350,3716.0,2.995,1020.0
102400,3714.4,2.993,1025.0
102450,3718.9,2.997,1011.0
102500,3715.9,2.994,1020.0
102550,3717.7,2.996,1015.0
102600,3716.6,2.995,1018.0
102650,3716.1,2.995,1020.0
102700,3716.1,2.995,1020.0
102750,3719.4,2.997,1010.0
102800,3715.1,2.994,1023.0
102850,3719.3,2.997,1010.0
102900,3714.9,2.994,1023.0
102950,3715.2,2.994,1022.0
103000,3717.9,2.996,1014.0
103050,3715.9,2.994,1020.0
103100,3715.9,2.995,1020.0
103150,3720.6,2.998,1006.0
103200,3717.3,2.996,1016.0
103250,3716.0,2.995,1020.0
103300,3716.3,2.995,1019.0
103350,3718.7,2.997,1012.0
103400,3720.6,2.998,1006.0
103450,3716.6,2.995,1018.0
103500,3719.2,2.997,1010.0
103550,3716.5,2.995,1018.0
103600,3717.5,2.996,1015.0
103650,3716.9,2.995,1017.0
103700,3716.8,2.995,1018.0
103750,3714.8,2.994,1024.0
103800,3715.6,2.994,1021.0
103850,3716.6,2.995,1018.0
103900,3717.0,2.995,1017.0
103950,3717.7,2.996,1015.0
104000,3717.8,2.996,1015.0
104050,3719.1,2.997,1011.0
104100,3715.8,2.994,1021.0
104150,3718.1,2.996,1014.0
104200,3719.4,2.997,1010.0
104250,3716.9,2.995,1017.0
104300,3716.4,2.995,1019.0
104350,3719.4,2.997,1010.0
104400,3717.9,2.996,1014.0
104450,3715.6,2.994,1021.0
104500,3716.1,2.995,1020.0
104550,3718.8,2.997,1012.0
104600,3715.0,2.994,1023.0
104650,3716.2,2.995,1019.0
104700,3719.0,2.997,1011.0
104750,3717.1,2.995,1017.0
104800,3715.3,2.994,1022.0
104850,3720.0,2.998,1008.0
104900,3719.4,2.997,1010.0
104950,3714.3,2.993,1025.0
105000,3713.8,2.993,1027.0
105050,3717.1,2.995,1017.0
105100,3717.8,2.996,1015.0
105150,3717.6,2.996,1015.0
105200,3718.5,2.997,1013.0
105250,3718.8,2.997,1012.0
105300,3718.4,2.996,1013.0
105350,3719.4,2.997,1010.0
105400,3718.3,2.996,1013.0
105450,3718.1,2.996,1014.0
105500,3715.4,2.994,1022.0
105550,3716.6,2.995,1018.0
105600,3720.4,2.998,1007.0
105650,3719.5,2.997,1010.0
105700,3717.0,2.995,1017.0
105750,3716.4,2.995,1019.0
105800,3715.6,2.994,1021.0
105850,3718.6,2.997,1012.0
105900,3715.9,2.994,1020.0
105950,3720.6,2.998,1006.0
106000,3716.9,2.995,1017.0
106050,3716.8,2.995,1018.0
106100,3717.9,2.996,1014.0
106150,3716.8,2.995,1018.0
106200,3719.4,2.997,1010.0
106250,3720.2,2.998,1008.0
106300,3720.6,2.998,1006.0
106350,3717.9,2.996,1014.0
106400,3718.9,2.997,1011.0
106450,3718.3,2.996,1013.0
106500,3721.8,2.999,1003.0
106550,3719.8,2.998,1009.0
106600,3723.1,3.0,999.0
106650,3718.8,2.997,1012.0
106700,3719.1,2.997,1011.0
106750,3719.5,2.997,1010.0
106800,3716.3,2.995,1019.0
106850,3720.1,2.998,1008.0
106900,3718.6,2.997,1012.0
106950,3718.9,2.997,1011.0
107000,3715.4,2.994,1022.0
107050,3721.7,2.999,1003.0
107100,3719.1,2.997,1011.0
107150,3718.6,2.997,1012.0
107200,3715.8,2.994,1020.0
107250,3718.9,2.997,1011.0
107300,3714.8,2.994,1023.0
107350,3719.1,2.997,1011.0
107400,3716.6,2.995,1018.0
107450,3719.1,2.997,1011.0
107500,3715.1,2.994,1023.0
107550,3718.0,2.996,1014.0
107600,3719.2,2.997,1010.0
107650,3717.9,2.996,1014.0
107700,3718.1,2.996,1014.0
107750,3720.3,2.998,1007.0
107800,3722.6,3.0,1000.0
107850,3718.0,2.996,1014.0
107900,3718.6,2.997,1012.0
107950,3719.9,2.998,1008.0
108000,3718.4,2.996,1013.0
108050,3718.3,2.996,1013.0
108100,3721.6,2.999,1003.0
108150,3719.9,2.998,1008.0
108200,3717.5,2.996,1015.0
108250,3718.1,2.996,1014.0
108300,3717.8,2.996,1015.0
108350,3720.9,2.999,1005.0
108400,3717.8,2.996,1015.0
108450,3719.3,2.997,1010.0
108500,3722.3,3.0,1001.0
108550,3719.0,2.997,1011.0
108600,3715.6,2.994,1021.0
108650,3719.7,2.998,1009.0
108700,3719.0,2.997,1011.0
108750,3718.0,2.996,1014.0
108800,3715.3,2.994,1022.0
108850,3716.6,2.995,1018.0
108900,3718.8,2.997,1012.0
108950,3719.9,2.998,1008.0
109000,3717.3,2.996,1016.0
109050,3717.9,2.996,1014.0
109100,3722.3,3.0,1001.0
109150,3719.5,2.997,1010.0
109200,3718.6,2.997,1012.0
109250,3717.6,2.996,1015.0
109300,3718.9,2.997,1011.0
109350,3717.4,2.996,1016.0
109400,3720.5,2.998,1007.0
109450,3718.1,2.996,1014.0
109500,3719.8,2.998,1009.0
109550,3719.4,2.997,1010.0
109600,3718.6,2.997,1012.0
109650,3716.4,2.995,1019.0
109700,3720.3,2.998,1007.0
109750,3720.0,2.998,1008.0
109800,3717.4,2.996,1016.0
109850,3720.9,2.999,1005.0
109900,3721.1,2.999,1005.0
109950,3718.8,2.997,1012.0
110000,3720.3,2.998,1007.0
110050,3720.3,2.998,1007.0
110100,3717.2,2.996,1016.0
110150,3719.2,2.997,1010.0
110200,3718.6,2.997,1012.0
110250,3717.9,2.996,1014.0
110300,3718.4,2.996,1013.0
110350,3717.1,2.995,1017.0
110400,3717.3,2.996,1016.0
110450,3717.2,2.996,1016.0
110500,3718.4,2.997,1013.0
110550,3719.8,2.998,1009.0
110600,3718.8,2.997,1012.0
110650,3717.3,2.996,1016.0
110700,3718.5,2.997,1013.0
110750,3718.0,2.996,1014.0
110800,3720.2,2.998,1008.0
110850,3719.1,2.997,1011.0
110900,3717.6,2.996,1015.0
110950,3718.2,2.996,1013.0
111000,3720.2,2.998,1008.0
111050,3721.7,2.999,1003.0
111100,3718.2,2.996,1013.0
111150,3720.1,2.998,1008.0
111200,3714.6,2.993,1024.0
111250,3719.9,2.998,1008.0
111300,3720.0,2.998,1008.0
111350,3719.2,2.997,1010.0
111400,3717.7,2.996,1015.0
111450,3719.6,2.997,1009.0
111500,3715.7,2.994,1021.0
111550,3716.8,2.995,1018.0
111600,3719.9,2.998,1008.0
111650,3715.9,2.995,1020.0
111700,3720.4,2.998,1007.0
111750,3720.4,2.998,1007.0
111800,3718.2,2.996,1013.0
111850,3715.7,2.994,1021.0
111900,3717.4,2.996,1016.0
111950,3719.1,2.997,1011.0
112000,3717.0,2.995,1017.0
112050,3718.9,2.997,1011.0
112100,3718.8,2.997,1012.0
112150,3716.9,2.995,1017.0
112200,3718.1,2.996,1014.0
112250,3718.6,2.997,1012.0
112300,3718.1,2.996,1014.0
112350,3717.8,2.996,1015.0
112400,3715.4,2.994,1022.0
112450,3715.6,2.994,1021.0
112500,3720.5,2.998,1007.0
112550,3716.1,2.995,1020.0
112600,3715.3,2.994,1022.0
112650,3714.6,2.993,1024.0
112700,3715.4,2.994,1022.0
112750,3716.8,2.995,1018.0
112800,3712.0,2.991,1032.0
112850,3713.8,2.993,1027.0
112900,3713.3,2.992,1028.0
112950,3714.8,2.994,1024.0
113000,3715.3,2.994,1022.0
113050,3713.9,2.993,1026.0
113100,3712.1,2.991,1032.0
113150,3709.4,2.989,1040.0
113200,3711.4,2.991,1033.0
113250,3710.4,2.99,1037.0
113300,3710.1,2.99,1037.0
113350,3707.8,2.988,1044.0
113400,3713.9,2.993,1026.0
113450,3712.6,2.992,1030.0
113500,3714.6,2.993,1024.0
113550,3711.1,2.991,1034.0
113600,3709.1,2.989,1040.0
113650,3711.1,2.991,1034.0
113700,3713.6,2.993,1027.0
113750,3712.4,2.992,1030.0
113800,3716.5,2.995,1018.0
113850,3712.3,2.992,1031.0
113900,3716.9,2.995,1017.0
113950,3714.1,2.993,1025.0
114000,3715.6,2.994,1021.0
114050,3715.1,2.994,1023.0
114100,3714.0,2.993,1026.0
114150,3718.3,2.996,1013.0
114200,3713.9,2.993,1026.0
114250,3715.1,2.994,1023.0
114300,3715.4,2.994,1022.0
114350,3714.9,2.994,1023.0
114400,3712.4,2.992,1030.0
114450,3713.7,2.993,1027.0
114500,3715.9,2.994,1020.0
114550,3712.4,2.992,1030.0
114600,3714.4,2.993,1025.0
114650,3714.1,2.993,1026.0
114700,3713.9,2.993,1026.0
114750,3715.1,2.994,1023.0
114800,3716.9,2.995,1017.0
114850,3716.6,2.995,1018.0
114900,3713.9,2.993,1026.0
114950,3712.1,2.991,1031.0
115000,3714.7,2.994,1024.0
115050,3714.2,2.993,1025.0
115100,3715.1,2.994,1023.0
115150,3714.5,2.993,1024.0
115200,3712.8,2.992,1030.0
115250,3715.8,2.994,1020.0
115300,3715.1,2.994,1023.0
115350,3715.1,2.994,1023.0
115400,3715.8,2.994,1021.0
115450,3712.8,2.992,1030.0
115500,3717.8,2.996,1015.0
115550,3716.3,2.995,1019.0
115600,3716.8,2.995,1018.0
115650,3714.4,2.993,1025.0
115700,3716.1,2.995,1020.0
115750,3718.9,2.997,1011.0
115800,3718.0,2.996,1014.0
115850,3713.8,2.993,1027.0
115900,3713.4,2.992,1028.0
115950,3711.0,2.991,1035.0
116000,3714.6,2.993,1024.0
116050,3713.0,2.992,1029.0
116100,3708.9,2.989,1041.0
116150,3710.6,2.99,1036.0
116200,3712.9,2.992,1029.0
116250,3712.4,2.992,1031.0
116300,3713.7,2.993,1027.0
116350,3710.3,2.99,1037.0
116400,3711.4,2.991,1033.0
116450,3709.0,2.989,1041.0
116500,3711.1,2.991,1035.0
116550,3709.9,2.99,1038.0
116600,3712.3,2.992,1031.0
116650,3713.3,2.992,1028.0
116700,3710.9,2.99,1035.0
116750,3712.6,2.992,1030.0
116800,3713.6,2.993,1027.0
116850,3714.6,2.993,1024.0
116900,3715.0,2.994,1023.0
116950,3714.5,2.993,1024.0
117000,3716.5,2.995,1018.0
117050,3715.9,2.994,1020.0
117100,3717.3,2.996,1016.0
117150,3715.7,2.994,1021.0
117200,3714.9,2.994,1023.0
117250,3716.4,2.995,1019.0
117300,3716.7,2.995,1018.0
117350,3718.5,2.997,1013.0
117400,3718.6,2.997,1012.0
117450,3718.5,2.997,1013.0
117500,3720.9,2.999,1005.0
117550,3721.5,2.999,1004.0
117600,3720.3,2.998,1007.0
117650,3717.3,2.996,1016.0
117700,3719.3,2.997,1010.0
117750,3717.7,2.996,1015.0
117800,3716.8,2.995,1018.0
117850,3721.6,2.999,1003.0
117900,3715.9,2.994,1020.0
117950,3717.7,2.996,1015.0
118000,3717.8,2.996,1015.0
118050,3722.4,3.0,1001.0
118100,3718.6,2.997,1012.0
118150,3722.8,3.0,1000.0
118200,3721.8,2.999,1003.0
118250,3719.9,2.998,1008.0
118300,3720.4,2.998,1007.0
118350,3719.0,2.997,1011.0
118400,3719.9,2.998,1008.0
118450,3723.3,3.0,998.0
118500,3720.3,2.998,1007.0
118550,3722.6,3.0,1000.0
118600,3722.9,3.0,1000.0
118650,3722.3,3.0,1001.0
118700,3724.2,3.001,996.0
118750,3722.6,3.0,1000.0
118800,3723.1,3.0,999.0
118850,3723.6,3.001,998.0
118900,3723.9,3.001,996.0
118950,3724.9,3.002,994.0
119000,3722.6,3.0,1000.0
119050,3724.2,3.001,996.0
119100,3723.3,3.0,998.0
119150,3726.6,3.003,989.0
119200,3719.5,2.997,1010.0
119250,3723.4,3.001,998.0
119300,3720.8,2.998,1006.0
119350,3721.0,2.999,1005.0
119400,3723.4,3.001,998.0
119450,3723.4,3.001,998.0
119500,3720.5,2.998,1007.0
119550,3722.7,3.0,1000.0
119600,3723.5,3.001,998.0
119650,3722.1,3.0,1002.0
119700,3724.3,3.001,995.0
119750,3724.6,3.001,995.0
119800,3725.8,3.002,991.0
119850,3722.7,3.0,1000.0
119900,3723.4,3.001,998.0
119950,3725.2,3.002,993.0
120000,3724.8,3.002,994.0
120050,3723.1,3.0,999.0
120100,3723.3,3.0,998.0
120150,3724.8,3.002,994.0
120200,3721.1,2.999,1005.0
120250,3723.8,3.001,997.0
120300,3725.5,3.002,992.0
120350,3720.8,2.998,1006.0
120400,3723.9,3.001,997.0
120450,3721.4,2.999,1004.0
120500,3719.6,2.997,1009.0
120550,3726.2,3.003,990.0
120600,3719.1,2.997,1011.0
120650,3719.4,2.997,1010.0
120700,3725.4,3.002,992.0
120750,3724.5,3.001,995.0
120800,3725.5,3.002,992.0
120850,3721.7,2.999,1003.0
120900,3723.9,3.001,997.0
120950,3723.6,3.001,998.0
121000,3724.3,3.001,995.0
121050,3721.9,2.999,1002.0
121100,3722.8,3.0,1000.0
121150,3723.2,3.0,999.0
121200,3724.1,3.001,996.0
121250,3724.5,3.001,995.0
121300,3721.3,2.999,1004.0
121350,3724.1,3.001,996.0
121400,3723.8,3.001,997.0
121450,3722.3,3.0,1001.0
121500,3723.3,3.0,998.0
121550,3720.4,2.998,1007.0
121600,3723.5,3.001,998.0
121650,3725.3,3.002,992.0
121700,3725.1,3.002,993.0
121750,3725.4,3.002,992.0
121800,3725.8,3.002,991.0
121850,3725.6,3.002,991.0
121900,3721.4,2.999,1004.0
121950,3723.3,3.0,998.0
122000,3723.6,3.001,998.0
122050,3722.7,3.0,1000.0
122100,3726.8,3.003,988.0
122150,3725.4,3.002,992.0
122200,3725.6,3.002,992.0
122250,3724.6,3.001,995.0
122300,3727.6,3.004,986.0
122350,3724.8,3.002,994.0
122400,3723.6,3.001,997.0
122450,3722.6,3.0,1000.0
122500,3726.0,3.003,990.0
122550,3720.8,2.998,1006.0
122600,3727.1,3.004,987.0
122650,3721.0,2.999,1005.0
122700,3722.8,3.0,1000.0
122750,3723.3,3.0,998.0
122800,3727.7,3.004,985.0
122850,3722.9,3.0,999.0
122900,3726.1,3.003,990.0
122950,3726.7,3.003,988.0
123000,3725.9,3.003,991.0
123050,3727.8,3.004,985.0
123100,3726.1,3.003,990.0
123150,3723.6,3.001,998.0
123200,3725.7,3.002,991.0
123250,3724.7,3.002,994.0
123300,3724.4,3.001,995.0
