t_ms,raw,volts,ohms
72650,3666.3,2.954,1169.0
72700,3673.9,2.961,1146.0
72750,3680.0,2.966,1128.0
72800,3685.7,2.97,1111.0
72850,3688.5,2.972,1102.0
72900,3693.8,2.977,1086.0
72950,3697.4,2.98,1075.0
73000,3697.4,2.98,1075.0
73050,3700.1,2.982,1067.0
73100,3697.4,2.98,1075.0
73150,3705.9,2.986,1050.0
73200,3705.3,2.986,1052.0
73250,3712.1,2.991,1032.0
73300,3712.5,2.992,1030.0
73350,3715.1,2.994,1023.0
73400,3716.9,2.995,1017.0
73450,3719.4,2.997,1010.0
73500,3719.8,2.998,1009.0
73550,3720.1,2.998,1008.0
73600,3719.0,2.997,1011.0
73650,3721.9,2.999,1003.0
73700,3721.4,2.999,1004.0
73750,3722.4,3.0,1001.0
73800,3722.1,2.999,1002.0
73850,3722.6,3.0,1000.0
73900,3724.2,3.001,996.0
73950,3728.1,3.004,984.0
74000,3724.1,3.001,996.0
74050,3724.3,3.001,996.0
74100,3724.7,3.002,994.0
74150,3728.6,3.005,983.0
74200,3725.4,3.002,992.0
74250,3724.9,3.002,993.0
74300,3729.6,3.006,980.0
74350,3727.6,3.004,986.0
74400,3730.6,3.006,977.0
74450,3725.2,3.002,993.0
74500,3729.9,3.006,979.0
74550,3729.7,3.006,979.0
74600,3728.8,3.005,982.0
74650,3729.6,3.006,980.0
74700,3730.1,3.006,978.0
74750,3729.6,3.006,980.0
74800,3728.3,3.005,984.0
74850,3730.5,3.006,977.0
74900,3732.5,3.008,971.0
74950,3730.9,3.007,976.0
75000,3729.1,3.005,981.0
75050,3730.2,3.006,978.0
75100,3730.8,3.007,976.0
75150,3733.8,3.009,967.0
75200,3731.8,3.007,973.0
75250,3733.4,3.009,969.0
75300,3732.9,3.008,970.0
75350,3733.3,3.008,969.0
75400,3731.7,3.007,974.0
75450,3729.7,3.006,979.0
75500,3730.8,3.007,976.0
75550,3732.9,3.008,970.0
75600,3732.6,3.008,971.0
75650,3733.2,3.008,969.0
75700,3734.0,3.009,967.0
75750,3732.4,3.008,971.0
75800,3732.7,3.008,971.0
75850,3732.9,3.008,970.0
75900,3734.1,3.009,966.0
75950,3734.0,3.009,967.0
76000,3735.3,3.01,963.0
76050,3732.8,3.008,970.0
76100,3737.3,3.012,957.0
76150,3735.6,3.01,962.0
76200,3735.7,3.01,962.0
76250,3737.2,3.012,957.0
76300,3733.6,3.009,968.0
76350,3734.4,3.009,966.0
76400,3734.6,3.01,965.0
76450,3733.0,3.008,970.0
76500,3736.2,3.011,960.0
76550,3736.8,3.011,959.0
76600,3734.3,3.009,966.0
76650,3735.6,3.01,962.0
76700,3736.8,3.011,959.0
76750,3734.3,3.009,966.0
76800,3736.4,3.011,960.0
76850,3736.8,3.011,959.0
76900,3734.3,3.009,966.0
76950,3738.3,3.013,954.0
77000,3737.0,3.012,958.0
77050,3736.7,3.011,959.0
77100,3735.1,3.01,964.0
77150,3736.9,3.011,958.0
77200,3737.3,3.012,957.0
77250,3735.7,3.01,962.0
77300,3738.5,3.013,954.0
77350,3739.9,3.014,949.0
77400,3736.9,3.011,958.0
77450,3735.8,3.01,962.0
77500,3739.2,3.013,952.0
77550,3736.9,3.011,958.0
77600,3737.4,3.012,957.0
77650,3740.9,3.015,947.0
77700,3738.4,3.013,954.0
77750,3739.4,3.013,951.0
77800,3739.5,3.014,951.0
77850,3740.5,3.014,948.0
77900,3736.6,3.011,959.0
77950,3738.7,3.013,953.0
78000,3739.5,3.014,951.0
78050,3739.6,3.014,950.0
78100,3737.5,3.012,957.0
78150,3740.7,3.014,947.0
78200,3740.1,3.014,949.0
78250,3738.5,3.013,954.0
78300,3741.2,3.015,946.0
78350,3738.9,3.013,952.0
78400,3740.2,3.014,949.0
78450,3739.8,3.014,950.0
78500,3738.9,3.013,952.0
78550,3740.8,3.015,947.0
78600,3739.8,3.014,950.0
78650,3741.5,3.015,945.0
78700,3740.9,3.015,947.0
78750,3740.8,3.015,947.0
78800,3739.0,3.013,952.0
78850,3740.3,3.014,948.0
78900,3742.1,3.016,943.0
78950,3741.6,3.015,945.0
79000,3740.3,3.014,948.0
79050,3741.6,3.015,945.0
79100,3739.7,3.014,950.0
79150,3742.2,3.016,943.0
79200,3740.5,3.014,948.0
79250,3741.6,3.015,944.0
79300,3739.3,3.013,951.0
79350,3741.1,3.015,946.0
79400,3741.4,3.015,945.0
79450,3742.4,3.016,942.0
79500,3741.8,3.015,944.0
79550,3740.5,3.014,948.0
79600,3742.1,3.016,943.0
79650,3740.4,3.014,948.0
79700,3740.3,3.014,948.0
79750,3741.1,3.015,946.0
79800,3742.4,3.016,942.0
79850,3742.6,3.016,942.0
79900,3741.4,3.015,945.0
79950,3741.4,3.015,945.0
80000,3742.2,3.016,943.0
80050,3740.8,3.015,947.0
80100,3741.0,3.015,946.0
80150,3740.8,3.015,947.0
80200,3744.9,3.018,935.0
80250,3741.2,3.015,946.0
80300,3743.6,3.017,939.0
80350,3743.9,3.017,938.0
80400,3742.1,3.016,943.0
80450,3742.9,3.016,941.0
80500,3741.3,3.015,945.0
80550,3744.9,3.018,935.0
80600,3743.0,3.016,940.0
80650,3743.3,3.017,940.0
80700,3743.6,3.017,939.0
80750,3743.9,3.017,938.0
80800,3742.7,3.016,941.0
80850,3742.2,3.016,943.0
80900,3742.2,3.016,943.0
80950,3744.1,3.017,937.0
81000,3741.9,3.015,944.0
81050,3743.3,3.017,940.0
81100,3744.2,3.017,937.0
81150,3740.6,3.014,947.0
81200,3744.1,3.017,937.0
81250,3741.6,3.015,944.0
81300,3741.6,3.015,944.0
81350,3743.8,3.017,938.0
81400,3741.7,3.015,944.0
81450,3742.4,3.016,942.0
81500,3741.4,3.015,945.0
81550,3743.8,3.017,938.0
81600,3743.4,3.017,939.0
81650,3743.8,3.017,938.0
81700,3744.3,3.017,937.0
81750,3743.3,3.017,940.0
81800,3743.6,3.017,939.0
81850,3745.1,3.018,934.0
81900,3745.4,3.018,933.0
81950,3744.8,3.018,935.0
82000,3741.7,3.015,944.0
82050,3742.7,3.016,941.0
82100,3744.3,3.017,937.0
82150,3742.7,3.016,941.0
82200,3744.3,3.017,937.0
82250,3744.1,3.017,937.0
82300,3744.3,3.017,937.0
82350,3746.0,3.019,932.0
82400,3744.4,3.017,936.0
82450,3744.6,3.018,936.0
82500,3744.6,3.018,936.0
82550,3745.1,3.018,934.0
82600,3746.3,3.019,931.0
82650,3743.8,3.017,938.0
82700,3745.4,3.018,933.0
82750,3743.1,3.016,940.0
82800,3743.9,3.017,938.0
82850,3745.0,3.018,935.0
82900,3745.9,3.019,932.0
82950,3744.6,3.018,936.0
83000,3744.8,3.018,935.0
83050,3745.2,3.018,934.0
83100,3748.8,3.021,923.0
83150,3745.6,3.018,933.0
83200,3745.7,3.019,933.0
83250,3743.6,3.017,939.0
83300,3745.7,3.019,933.0
83350,3745.9,3.019,932.0
83400,3746.0,3.019,932.0
83450,3744.8,3.018,935.0
83500,3745.1,3.018,934.0
83550,3746.6,3.019,930.0
83600,3745.9,3.019,932.0
83650,3745.3,3.018,934.0
83700,3744.9,3.018,935.0
83750,3745.4,3.018,933.0
83800,3745.1,3.018,934.0
83850,3746.6,3.019,930.0
83900,3747.0,3.02,929.0
83950,3746.2,3.019,931.0
84000,3746.0,3.019,932.0
84050,3744.0,3.017,937.0
84100,3746.8,3.019,929.0
84150,3744.8,3.018,935.0
84200,3746.8,3.019,929.0
84250,3748.1,3.02,925.0
84300,3745.5,3.018,933.0
84350,3744.0,3.017,937.0
84400,3746.6,3.019,930.0
84450,3743.7,3.017,938.0
84500,3746.6,3.019,930.0
84550,3746.4,3.019,930.0
84600,3746.0,3.019,932.0
84650,3746.8,3.019,929.0
84700,3746.1,3.019,931.0
84750,3748.0,3.02,926.0
84800,3746.3,3.019,931.0
84850,3745.1,3.018,934.0
84900,3745.4,3.018,933.0
84950,3747.1,3.02,929.0
85000,3745.0,3.018,935.0
85050,3746.5,3.019,930.0
85100,3746.1,3.019,931.0
85150,3746.9,3.02,929.0
85200,3745.8,3.019,932.0
85250,3746.1,3.019,931.0
85300,3746.9,3.019,929.0
85350,3747.5,3.02,927.0
85400,3746.7,3.019,930.0
85450,3746.9,3.019,929.0
85500,3745.6,3.018,933.0
85550,3747.9,3.02,926.0
85600,3746.7,3.019,930.0
85650,3747.4,3.02,927.0
85700,3748.5,3.021,924.0
85750,3745.3,3.018,934.0
85800,3747.8,3.02,927.0
85850,3746.4,3.019,931.0
85900,3747.7,3.02,927.0
85950,3748.7,3.021,924.0
86000,3745.8,3.019,932.0
86050,3748.0,3.02,926.0
86100,3746.9,3.019,929.0
86150,3748.5,3.021,924.0
86200,3745.6,3.018,933.0
86250,3746.0,3.019,932.0
86300,3749.6,3.022,921.0
86350,3747.9,3.02,926.0
86400,3749.0,3.021,923.0
86450,3745.9,3.019,932.0
86500,3747.5,3.02,927.0
86550,3747.7,3.02,927.0
86600,3747.4,3.02,928.0
86650,3746.3,3.019,931.0
86700,3748.8,3.021,923.0
86750,3747.1,3.02,929.0
86800,3745.4,3.018,933.0
86850,3748.4,3.021,925.0
86900,3748.8,3.021,924.0
86950,3746.4,3.019,930.0
87000,3749.1,3.021,923.0
87050,3745.3,3.018,934.0
87100,3747.4,3.02,927.0
87150,3748.9,3.021,923.0
87200,3748.0,3.02,926.0
87250,3748.1,3.02,926.0
87300,3748.3,3.021,925.0
87350,3748.3,3.021,925.0
87400,3749.4,3.022,922.0
87450,3748.4,3.021,925.0
87500,3746.1,3.019,931.0
87550,3748.2,3.021,925.0
87600,3747.9,3.02,926.0
87650,3745.5,3.018,933.0
87700,3747.8,3.02,927.0
87750,3749.0,3.021,923.0
87800,3747.3,3.02,928.0
87850,3748.2,3.021,925.0
87900,3749.0,3.021,923.0
87950,3748.5,3.021,924.0
88000,3747.9,3.02,926.0
88050,3746.5,3.019,930.0
88100,3747.3,3.02,928.0
88150,3747.8,3.02,927.0
88200,3748.0,3.02,926.0
88250,3747.9,3.02,926.0
88300,3748.7,3.021,924.0
88350,3749.3,3.021,922.0
88400,3748.6,3.021,924.0
88450,3746.3,3.019,931.0
88500,3750.0,3.022,920.0
88550,3747.3,3.02,928.0
88600,3747.1,3.02,929.0
88650,3747.1,3.02,928.0
88700,3748.6,3.021,924.0
88750,3750.8,3.023,918.0
88800,3748.1,3.02,926.0
88850,3749.9,3.022,920.0
88900,3750.2,3.022,919.0
88950,3749.4,3.021,922.0
89000,3747.3,3.02,928.0
89050,3749.6,3.022,921.0
89100,3748.8,3.021,923.0
89150,3749.5,3.022,921.0
89200,3747.2,3.02,928.0
89250,3748.4,3.021,925.0
89300,3746.6,3.019,930.0
89350,3749.9,3.022,920.0
89400,3750.8,3.023,918.0
89450,3748.6,3.021,924.0
89500,3748.8,3.021,923.0
89550,3747.4,3.02,928.0
89600,3748.6,3.021,924.0
89650,3749.5,3.022,921.0
89700,3750.3,3.022,919.0
89750,3749.3,3.021,922.0
89800,3750.8,3.023,918.0
89850,3750.6,3.022,918.0
89900,3747.4,3.02,928.0
89950,3749.6,3.022,921.0
90000,3749.2,3.021,922.0
90050,3750.1,3.022,920.0
90100,3747.9,3.02,926.0
90150,3750.5,3.022,919.0
90200,3749.3,3.021,922.0
90250,3748.4,3.021,925.0
90300,3750.8,3.023,918.0
90350,3748.8,3.021,924.0
90400,3747.8,3.02,927.0
90450,3750.2,3.022,919.0
90500,3748.6,3.021,924.0
90550,3750.5,3.022,919.0
90600,3750.2,3.022,919.0
90650,3747.3,3.02,928.0
90700,3749.7,3.022,921.0
90750,3750.7,3.023,918.0
90800,3752.0,3.024,914.0
90850,3747.3,3.02,928.0
90900,3751.4,3.023,916.0
90950,3748.9,3.021,923.0
91000,3748.6,3.021,924.0
91050,3749.3,3.021,922.0
91100,3750.1,3.022,920.0
91150,3749.3,3.021,922.0
91200,3751.0,3.023,917.0
91250,3752.5,3.024,913.0
91300,3750.3,3.022,919.0
91350,3749.4,3.021,922.0
91400,3750.9,3.023,917.0
91450,3751.1,3.023,917.0
91500,3748.7,3.021,924.0
91550,3750.9,3.023,917.0
91600,3749.6,3.022,921.0
91650,3750.3,3.022,919.0
91700,3749.5,3.022,921.0
91750,3749.9,3.022,920.0
91800,3749.2,3.021,922.0
91850,3749.3,3.021,922.0
91900,3749.2,3.021,922.0
91950,3751.4,3.023,916.0
92000,3749.8,3.022,921.0
92050,3751.2,3.023,917.0
92100,3751.6,3.023,915.0
92150,3750.5,3.022,919.0
92200,3748.5,3.021,924.0
92250,3752.2,3.024,914.0
92300,3748.8,3.021,923.0
92350,3748.8,3.021,923.0
92400,3751.7,3.023,915.0
92450,3749.8,3.022,921.0
92500,3752.4,3.024,913.0
92550,3750.3,3.022,919.0
92600,3752.6,3.024,913.0
92650,3751.0,3.023,917.0
92700,3750.8,3.023,918.0
92750,3752.7,3.024,912.0
92800,3751.3,3.023,916.0
92850,3750.5,3.022,919.0
92900,3750.9,3.023,917.0
92950,3751.6,3.023,915.0
93000,3750.8,3.023,918.0
93050,3750.5,3.022,919.0
93100,3750.3,3.022,919.0
93150,3751.6,3.023,915.0
93200,3751.1,3.023,917.0
93250,3752.1,3.024,914.0
93300,3750.6,3.022,918.0
93350,3748.8,3.021,923.0
93400,3753.4,3.025,910.0
93450,3750.5,3.022,919.0
93500,3751.0,3.023,917.0
93550,3750.7,3.023,918.0
93600,3750.8,3.023,918.0
93650,3751.4,3.023,916.0
93700,3752.7,3.024,912.0
93750,3750.3,3.022,919.0
93800,3751.5,3.023,916.0
93850,3751.9,3.024,914.0
93900,3750.6,3.022,918.0
93950,3750.1,3.022,920.0
94000,3749.8,3.022,921.0
94050,3749.8,3.022,921.0
94100,3750.1,3.022,920.0
94150,3750.0,3.022,920.0
94200,3752.6,3.024,913.0
94250,3749.5,3.022,921.0
94300,3750.7,3.023,918.0
94350,3752.1,3.024,914.0
94400,3751.4,3.023,916.0
94450,3751.9,3.023,915.0
94500,3751.6,3.023,915.0
94550,3750.8,3.023,918.0
94600,3751.9,3.023,915.0
94650,3751.6,3.023,915.0
94700,3752.1,3.024,914.0
94750,3753.6,3.025,910.0
94800,3750.5,3.022,919.0
94850,3746.6,3.019,930.0
94900,3751.1,3.023,917.0
94950,3751.3,3.023,916.0
95000,3752.8,3.024,912.0
95050,3752.2,3.024,914.0
95100,3749.3,3.021,922.0
95150,3751.0,3.023,917.0
95200,3751.2,3.023,917.0
95250,3751.7,3.023,915.0
95300,3751.6,3.023,915.0
95350,3752.5,3.024,913.0
95400,3750.8,3.023,918.0
95450,3750.8,3.023,918.0
95500,3752.2,3.024,914.0
95550,3751.6,3.023,915.0
95600,3749.3,3.021,922.0
95650,3750.0,3.022,920.0
95700,3752.3,3.024,913.0
95750,3751.6,3.023,915.0
95800,3752.0,3.024,914.0
95850,3751.4,3.023,916.0
95900,3752.0,3.024,914.0
95950,3750.3,3.022,919.0
96000,3750.2,3.022,919.0
96050,3751.3,3.023,916.0
96100,3752.7,3.024,912.0
96150,3751.3,3.023,916.0
96200,3752.4,3.024,913.0
96250,3751.0,3.023,917.0
96300,3750.8,3.023,918.0
96350,3752.3,3.024,913.0
96400,3750.4,3.022,919.0
96450,3748.1,3.02,925.0
96500,3752.1,3.024,914.0
96550,3751.1,3.023,917.0
96600,3752.6,3.024,913.0
96650,3751.8,3.023,915.0
96700,3751.8,3.023,915.0
96750,3750.0,3.022,920.0
96800,3752.3,3.024,913.0
96850,3754.9,3.026,906.0
96900,3751.6,3.023,915.0
96950,3751.9,3.023,915.0
97000,3753.4,3.025,910.0
97050,3752.1,3.024,914.0
97100,3749.6,3.022,921.0
97150,3753.4,3.025,910.0
97200,3751.3,3.023,916.0
97250,3754.6,3.026,907.0
97300,3753.6,3.025,909.0
97350,3753.6,3.025,910.0
97400,3755.2,3.026,905.0
97450,3752.4,3.024,913.0
97500,3751.9,3.024,914.0
97550,3753.3,3.025,911.0
97600,3752.4,3.024,913.0
97650,3752.8,3.024,912.0
97700,3752.4,3.024,913.0
97750,3753.1,3.024,911.0
97800,3751.0,3.023,917.0
97850,3753.8,3.025,909.0
97900,3751.3,3.023,916.0
97950,3754.4,3.026,907.0
98000,3750.8,3.023,918.0
98050,3752.9,3.024,912.0
98100,3753.2,3.025,911.0
98150,3750.2,3.022,919.0
98200,3751.8,3.023,915.0
98250,3754.6,3.026,907.0
98300,3752.1,3.024,914.0
98350,3753.4,3.025,910.0
98400,3752.4,3.024,913.0
98450,3752.0,3.024,914.0
98500,3750.6,3.022,918.0
98550,3750.8,3.023,918.0
98600,3752.4,3.024,913.0
98650,3752.3,3.024,913.0
98700,3752.2,3.024,914.0
98750,3753.3,3.025,910.0
98800,3752.8,3.024,912.0
98850,3752.8,3.024,912.0
98900,3754.1,3.025,908.0
98950,3752.6,3.024,913.0
99000,3752.4,3.024,913.0
99050,3752.6,3.024,913.0
99100,3753.1,3.024,911.0
99150,3754.0,3.025,908.0
99200,3753.1,3.024,911.0
99250,3752.8,3.024,912.0
99300,3752.8,3.024,912.0
99350,3753.3,3.025,910.0
99400,3754.1,3.025,908.0
99450,3754.1,3.025,908.0
99500,3752.9,3.024,911.0
99550,3752.3,3.024,913.0
99600,3753.8,3.025,909.0
99650,3753.6,3.025,909.0
99700,3754.6,3.026,907.0
99750,3752.3,3.024,913.0
99800,3754.0,3.025,908.0
99850,3753.0,3.024,911.0
99900,3753.3,3.025,910.0
99950,3752.8,3.024,912.0
100000,3752.1,3.024,914.0
100050,3753.6,3.025,909.0
100100,3751.8,3.023,915.0
100150,3751.3,3.023,916.0
100200,3754.2,3.025,908.0
100250,3754.3,3.025,907.0
100300,3754.6,3.026,907.0
100350,3752.9,3.024,912.0
100400,3751.5,3.023,916.0
100450,3753.5,3.025,910.0
100500,3751.9,3.024,914.0
100550,3754.8,3.026,906.0
100600,3752.6,3.024,913.0
100650,3754.1,3.025,908.0
100700,3754.1,3.025,908.0
100750,3752.4,3.024,913.0
100800,3751.6,3.023,915.0
100850,3754.1,3.025,908.0
100900,3754.6,3.026,907.0
100950,3754.3,3.025,907.0
101000,3753.9,3.025,909.0
101050,3753.3,3.025,910.0
101100,3753.4,3.025,910.0
101150,3753.9,3.025,909.0
101200,3754.7,3.026,906.0
101250,3753.4,3.025,910.0
101300,3752.2,3.024,914.0
101350,3752.1,3.024,914.0
101400,3753.3,3.025,910.0
101450,3754.5,3.026,907.0
101500,3752.3,3.024,913.0
101550,3753.2,3.025,911.0
101600,3752.8,3.024,912.0
101650,3752.4,3.024,913.0
101700,3755.4,3.026,904.0
101750,3754.4,3.026,907.0
101800,3753.4,3.025,910.0
101850,3752.1,3.024,914.0
101900,3751.9,3.023,915.0
101950,3755.4,3.026,904.0
102000,3751.9,3.024,914.0
102050,3752.1,3.024,914.0
102100,3752.4,3.024,913.0
102150,3754.2,3.025,908.0
102200,3754.1,3.025,908.0
102250,3752.2,3.024,914.0
102300,3754.9,3.026,906.0
102350,3755.5,3.026,904.0
102400,3756.4,3.027,901.0
102450,3755.3,3.026,905.0
102500,3751.3,3.023,916.0
102550,3752.9,3.024,911.0
102600,3753.7,3.025,909.0
102650,3752.7,3.024,912.0
102700,3750.0,3.022,920.0
102750,3754.9,3.026,906.0
102800,3753.3,3.025,910.0
102850,3754.8,3.026,906.0
102900,3753.1,3.024,911.0
102950,3752.9,3.024,912.0
103000,3751.4,3.023,916.0
103050,3752.5,3.024,913.0
103100,3751.9,3.023,915.0
103150,3753.8,3.025,909.0
103200,3753.3,3.025,911.0
103250,3752.2,3.024,914.0
103300,3753.6,3.025,910.0
103350,3754.3,3.025,908.0
103400,3753.5,3.025,910.0
103450,3753.8,3.025,909.0
103500,3752.3,3.024,913.0
103550,3752.8,3.024,912.0
103600,3753.8,3.025,909.0
103650,3753.8,3.025,909.0
103700,3754.7,3.026,906.0
103750,3753.9,3.025,909.0
103800,3752.1,3.024,914.0
103850,3753.6,3.025,909.0
103900,3752.3,3.024,913.0
103950,3753.0,3.024,911.0
104000,3754.8,3.026,906.0
104050,3754.4,3.026,907.0
104100,3754.9,3.026,906.0
104150,3755.3,3.026,905.0
104200,3754.8,3.026,906.0
104250,3752.6,3.024,912.0
104300,3750.8,3.023,918.0
104350,3752.6,3.024,913.0
104400,3752.5,3.024,913.0
104450,3751.3,3.023,916.0
104500,3753.0,3.024,911.0
104550,3752.7,3.024,912.0
104600,3754.2,3.025,908.0
104650,3751.4,3.023,916.0
104700,3753.2,3.025,911.0
104750,3754.7,3.026,906.0
104800,3754.2,3.025,908.0
104850,3754.7,3.026,906.0
104900,3753.7,3.025,909.0
104950,3752.9,3.024,911.0
105000,3752.3,3.024,913.0
105050,3754.0,3.025,908.0
105100,3754.0,3.025,908.0
105150,3754.2,3.025,908.0
105200,3755.1,3.026,905.0
105250,3754.3,3.025,908.0
105300,3756.3,3.027,902.0
105350,3756.1,3.027,902.0
105400,3752.9,3.024,911.0
105450,3753.1,3.024,911.0
105500,3751.8,3.023,915.0
105550,3755.1,3.026,905.0
105600,3753.1,3.024,911.0
105650,3754.9,3.026,906.0
105700,3755.9,3.027,903.0
105750,3755.4,3.026,904.0
105800,3754.8,3.026,906.0
105850,3754.3,3.025,908.0
105900,3754.8,3.026,906.0
105950,3752.3,3.024,913.0
106000,3752.9,3.024,912.0
106050,3752.8,3.024,912.0
106100,3755.9,3.027,903.0
106150,3754.9,3.026,906.0
106200,3754.5,3.026,907.0
106250,3754.6,3.026,907.0
106300,3755.8,3.027,903.0
106350,3753.6,3.025,910.0
106400,3753.6,3.025,910.0
106450,3754.4,3.026,907.0
106500,3754.7,3.026,906.0
106550,3756.3,3.027,902.0
106600,3751.8,3.023,915.0
106650,3757.1,3.028,899.0
106700,3758.1,3.029,896.0
106750,3754.1,3.025,908.0
106800,3757.1,3.028,899.0
106850,3754.3,3.025,908.0
106900,3758.5,3.029,895.0
106950,3755.7,3.027,903.0
107000,3754.3,3.025,907.0
107050,3755.0,3.026,905.0
107100,3754.8,3.026,906.0
107150,3756.8,3.027,900.0
107200,3754.1,3.025,908.0
107250,3754.5,3.026,907.0
107300,3755.8,3.027,903.0
107350,3755.9,3.027,903.0
107400,3753.6,3.025,910.0
107450,3754.2,3.025,908.0
107500,3753.4,3.025,910.0
107550,3752.6,3.024,913.0
107600,3753.1,3.024,911.0
107650,3756.1,3.027,902.0
107700,3753.9,3.025,909.0
107750,3755.6,3.026,904.0
107800,3755.4,3.026,904.0
107850,3757.4,3.028,899.0
107900,3755.2,3.026,905.0
107950,3753.7,3.025,909.0
108000,3756.1,3.027,902.0
108050,3757.4,3.028,898.0
108100,3753.3,3.025,911.0
108150,3757.7,3.028,898.0
108200,3754.4,3.026,907.0
108250,3754.3,3.025,908.0
108300,3755.6,3.027,904.0
108350,3754.9,3.026,906.0
108400,3754.7,3.026,906.0
108450,3753.2,3.025,911.0
108500,3755.3,3.026,905.0
108550,3755.6,3.027,904.0
108600,3752.6,3.024,912.0
108650,3751.8,3.023,915.0
108700,3754.4,3.026,907.0
108750,3756.8,3.027,900.0
108800,3754.5,3.026,907.0
108850,3755.6,3.026,904.0
108900,3757.3,3.028,899.0
108950,3754.8,3.026,906.0
109000,3754.4,3.026,907.0
109050,3755.8,3.027,903.0
109100,3756.8,3.027,900.0
109150,3756.1,3.027,902.0
109200,3755.3,3.026,905.0
109250,3754.3,3.025,908.0
109300,3753.0,3.024,911.0
109350,3755.0,3.026,905.0
109400,3756.2,3.027,902.0
109450,3753.7,3.025,909.0
109500,3756.9,3.028,900.0
109550,3754.8,3.026,906.0
109600,3753.9,3.025,909.0
109650,3755.9,3.027,903.0
109700,3756.4,3.027,901.0
109750,3755.5,3.026,904.0
109800,3754.1,3.025,908.0
109850,3752.6,3.024,912.0
109900,3757.1,3.028,899.0
109950,3754.0,3.025,908.0
110000,3757.6,3.028,898.0
110050,3755.4,3.026,904.0
110100,3756.3,3.027,902.0
110150,3755.5,3.026,904.0
110200,3753.4,3.025,910.0
110250,3752.7,3.024,912.0
110300,3753.4,3.025,910.0
110350,3754.5,3.026,907.0
110400,3756.5,3.027,901.0
110450,3755.1,3.026,905.0
110500,3754.1,3.025,908.0
110550,3756.7,3.027,901.0
110600,3753.4,3.025,910.0
110650,3754.8,3.026,906.0
110700,3756.0,3.027,903.0
110750,3754.2,3.025,908.0
110800,3753.3,3.025,910.0
110850,3758.3,3.029,896.0
110900,3755.5,3.026,904.0
110950,3753.9,3.025,909.0
111000,3756.0,3.027,903.0
111050,3754.3,3.025,907.0
111100,3754.4,3.026,907.0
111150,3755.4,3.026,904.0
111200,3755.1,3.026,905.0
111250,3753.9,3.025,909.0
111300,3756.8,3.027,900.0
111350,3753.8,3.025,909.0
111400,3754.8,3.026,906.0
111450,3754.6,3.026,907.0
111500,3752.9,3.024,911.0
111550,3758.1,3.029,896.0
111600,3756.8,3.027,900.0
111650,3755.6,3.026,904.0
111700,3755.9,3.027,903.0
111750,3755.1,3.026,905.0
111800,3757.1,3.028,899.0
111850,3755.6,3.027,904.0
111900,3754.0,3.025,908.0
111950,3754.4,3.026,907.0
112000,3753.9,3.025,909.0
112050,3755.4,3.026,904.0
112100,3755.6,3.027,904.0
112150,3756.8,3.027,900.0
112200,3754.0,3.025,908.0
112250,3758.2,3.029,896.0
112300,3754.5,3.026,907.0
112350,3755.6,3.027,904.0
112400,3756.2,3.027,902.0
112450,3755.7,3.027,903.0
112500,3753.0,3.024,911.0
112550,3757.8,3.028,897.0
112600,3755.4,3.026,904.0
112650,3754.9,3.026,906.0
112700,3756.4,3.027,901.0
112750,3757.5,3.028,898.0
112800,3754.0,3.025,908.0
112850,3755.4,3.026,904.0
112900,3754.8,3.026,906.0
112950,3756.3,3.027,902.0
113000,3755.2,3.026,905.0
113050,3754.0,3.025,908.0
113100,3755.8,3.027,903.0
113150,3756.9,3.028,900.0
113200,3754.1,3.025,908.0
113250,3754.4,3.026,907.0
113300,3754.8,3.026,906.0
113350,3756.0,3.027,903.0
113400,3754.8,3.026,906.0
113450,3754.1,3.025,908.0
113500,3754.2,3.025,908.0
113550,3757.9,3.028,897.0
113600,3755.8,3.027,903.0
113650,3756.3,3.027,902.0
113700,3755.6,3.026,904.0
113750,3755.3,3.026,905.0
113800,3757.9,3.028,897.0
113850,3757.3,3.028,899.0
113900,3756.7,3.027,901.0
113950,3755.9,3.027,903.0
114000,3757.9,3.028,897.0
114050,3755.3,3.026,905.0
114100,3755.0,3.026,905.0
114150,3757.5,3.028,898.0
114200,3755.5,3.026,904.0
114250,3756.2,3.027,902.0
114300,3754.6,3.026,907.0
114350,3754.9,3.026,906.0
114400,3756.4,3.027,901.0
114450,3755.0,3.026,905.0
114500,3755.6,3.026,904.0
114550,3754.0,3.025,908.0
114600,3757.4,3.028,899.0
114650,3756.5,3.027,901.0
114700,3757.8,3.028,897.0
114750,3754.6,3.026,907.0
114800,3755.6,3.027,904.0
114850,3755.6,3.026,904.0
114900,3753.8,3.025,909.0
114950,3757.3,3.028,899.0
115000,3756.4,3.027,901.0
115050,3753.8,3.025,909.0
115100,3754.4,3.026,907.0
115150,3758.8,3.029,894.0
115200,3755.4,3.026,904.0
115250,3756.3,3.027,902.0
115300,3757.1,3.028,899.0
115350,3756.8,3.027,900.0
115400,3758.4,3.029,895.0
115450,3755.3,3.026,905.0
115500,3754.4,3.026,907.0
115550,3758.2,3.029,896.0
115600,3757.4,3.028,898.0
115650,3754.4,3.026,907.0
115700,3756.8,3.027,900.0
115750,3757.1,3.028,899.0
115800,3756.7,3.027,901.0
115850,3758.7,3.029,895.0
115900,3757.9,3.028,897.0
115950,3758.6,3.029,895.0
116000,3757.3,3.028,899.0
116050,3756.3,3.027,902.0
116100,3757.0,3.028,900.0
116150,3758.1,3.028,897.0
116200,3757.3,3.028,899.0
