t_ms,raw,volts,ohms,ax,ay,az,gx,gy,gz
806715,3728.6,3.005,983,0.681,-0.464,-0.146,-22.5,-63.6,72.9
806765,3731.5,3.007,974,0.632,-0.57,-0.025,-28,-71.2,58.9
806815,3731.4,3.007,975,0.619,-0.749,-0.072,20.9,-9.2,65.2
806865,3733.4,3.009,968,0.754,-0.699,-0.254,54.8,-0.3,67.6
806915,3737.3,3.012,957,0.663,-1.002,-0.215,100.8,-5.7,85.5
806965,3741.9,3.015,944,0.659,-0.629,-0.14,73.9,-64.6,56.7
807015,3744.8,3.018,935,0.488,-0.628,-0.248,87.5,-36.9,47.1
807065,3746.9,3.019,929,0.514,-0.746,-0.288,13,-26.9,-10.2
807115,3748.9,3.021,923,0.797,-1.159,-0.53,-4.7,104.9,20.6
807165,3747.5,3.02,927,0.531,-1.064,-0.388,-35.5,104.2,61.1
807215,3750.3,3.022,919,0.078,-0.765,-0.264,-63.6,27.9,85.2
807265,3749.8,3.022,921,0.297,-0.825,0.061,-59.3,-26.5,72.9
807315,3750.5,3.022,919,0.381,-1.002,-0.023,-46,58,64.3
807365,3751,3.023,917,0.333,-1.053,-0.381,-40.6,81.9,25.6
807415,3749.5,3.022,921,0.312,-0.955,-0.461,-57.3,142.8,19.1
807465,3748.7,3.021,924,0.284,-0.681,-0.659,-50.3,-146.6,-17.9
807515,3748.1,3.02,925,0.375,-1.052,-0.18,-45.8,-78.2,-14.8
807565,3747.4,3.02,927,0.426,-0.803,-0.348,-27.4,-40.2,-45.9
807615,3744.5,3.018,936,0.316,-0.671,-0.547,-71.3,-48.9,-56.7
807665,3739.4,3.013,951,0.486,-0.841,-0.498,-83.4,-46,-114.9
807715,3736.5,3.011,959,0.591,-1.223,-0.48,-80.6,28.4,-114.9
807765,3735.4,3.01,963,0.36,-1.067,-0.613,-75.8,45.8,-103
807815,3735.8,3.01,962,0.214,-0.566,-0.672,-54.8,-10.6,-60.6
807865,3733.9,3.009,967,0.321,-0.557,-0.393,-62.5,-132.7,-32.6
807915,3733.2,3.008,969,0.316,-0.46,-0.526,-60.6,-37.7,-23.6
807965,3734.6,3.01,965,0.214,-0.542,-0.625,-18.9,-13.9,0.3
808015,3734.3,3.009,966,0.247,-0.536,-0.663,5.3,-37.3,15
808065,3733.5,3.009,968,0.49,-0.343,-0.753,4.8,-19.7,3.3
808115,3733.9,3.009,967,0.407,-0.419,-0.858,16.7,10.1,-5
808165,3736.4,3.011,960,0.463,-0.561,-0.706,26.1,-9.8,-16.6
808215,3738.3,3.013,954,0.254,-0.518,-0.549,49.9,-38.1,-10.8
808265,3739.4,3.013,951,0.365,-0.625,-0.582,63.6,-22.7,-14.1
808315,3739.1,3.013,952,0.34,-0.537,-0.792,54.1,-20.2,-13.7
808365,3738.5,3.013,954,0.311,-0.768,-0.769,43.6,-40.7,-21.8
808415,3739.8,3.014,950,0.275,-0.781,-0.68,48.9,-50.2,-3.7
808465,3741.6,3.015,944,0.211,-0.851,-0.762,60.6,-37.7,5.1
808515,3742.8,3.016,941,0.225,-0.641,-0.916,32.9,-25.3,19.4
808565,3742.7,3.016,941,0.24,-0.769,-0.724,12.5,14.4,24.4
808615,3743.4,3.017,939,0.185,-0.634,-0.574,10,19.7,29.5
808665,3744.3,3.017,937,0.191,-0.612,-0.629,11.1,14,27.8
808715,3744.7,3.018,935,0.253,-0.639,-0.661,5.3,12.8,22.8
808765,3744.1,3.017,937,0.225,-0.719,-0.62,6.4,16.7,22.4
808815,3746.3,3.019,931,0.26,-0.706,-0.632,4.8,12.3,16.2
808865,3746.4,3.019,931,0.237,-0.738,-0.685,7.7,2,11.2
808915,3744,3.017,937,0.27,-0.78,-0.673,2.9,-4.8,4.6
808965,3745.5,3.018,933,0.291,-0.6,-0.72,-11.6,7.3,3.2
809015,3745.7,3.019,933,0.348,-0.691,-0.72,-29.8,48.1,-7.8
809065,3743.9,3.017,938,0.365,-0.717,-0.56,-18.3,55,-34.3
809115,3746.7,3.019,930,0.401,-0.653,-0.495,-13.4,45,-36.8
809165,3746.1,3.019,931,0.332,-0.611,-0.657,-17.5,0.9,-19.7
809215,3745.8,3.019,932,0.253,-0.506,-0.477,16.8,-24.4,-2.6
809265,3745.7,3.019,933,0.413,-0.628,-0.382,50.7,4.9,2.2
809315,3748.2,3.021,925,0.318,-0.794,-0.325,73,61,25.5
809365,3745.9,3.019,932,0.154,-0.552,-0.224,75.4,9.4,47.9
809415,3749.3,3.021,922,0.421,-1.015,-0.525,77.1,11.3,45.2
809465,3746.1,3.019,931,-0.108,-0.983,-0.657,73.9,-49.4,26.9
809515,3747.3,3.02,928,-0.05,-0.699,-0.748,66.3,-208.9,-61.1
809565,3748.2,3.021,925,0.423,-1.188,-0.236,73.9,-282.7,-38.6
809615,3746.7,3.019,930,0.49,-0.901,0.003,38.4,-91.3,-21.2
809665,3747.1,3.02,928,-0.165,-1.034,-0.29,60.8,-46.7,-6.1
809715,3749.9,3.022,920,-0.168,-1.097,-0.028,71.1,-119.8,-21.5
809765,3749.9,3.022,920,0.347,-1.301,-0.102,113.9,-87.4,-11.3
809815,3751,3.023,917,0.044,-0.473,-0.014,86.3,7.2,46.9
809865,3751.8,3.023,915,-0.158,-1.017,-0.386,12.6,-3.8,12.1
809915,3752,3.024,914,-0.151,-1.55,-0.249,34.2,-61,29.3
809965,3752.5,3.024,913,0.068,-1.125,-0.167,9.7,45.9,86.3
810015,3751.8,3.023,915,0.033,-1.21,0.003,-53.1,216.7,90.6
810065,3749.9,3.022,920,-0.305,-0.967,-0.217,-6.8,125.4,91.3
810115,3748.9,3.021,923,-0.096,-0.89,-0.497,-63.6,135,24.3
810165,3745.5,3.018,933,-0.228,-1.301,-0.419,-48.2,-30.3,-13.5
810215,3742.3,3.016,943,-0.121,-0.819,-0.156,-47.2,-113.4,-15.7
810265,3739.9,3.014,949,-0.018,-0.981,-0.008,-58.2,-6.7,-11
810315,3739.8,3.014,950,-0.257,-1.008,-0.505,-61.1,39.1,-20.2
810365,3737.8,3.012,956,-0.285,-0.904,-0.462,-46.1,-24.6,-0.6
810415,3735.7,3.01,962,-0.126,-0.969,-0.388,-47.2,25.7,2.2
810465,3734.3,3.009,966,-0.209,-0.891,-0.525,-38,35.9,-5.7
810515,3732.9,3.008,970,-0.143,-0.918,-0.507,-25.5,34.5,-10.6
810565,3732.1,3.008,972,-0.11,-0.87,-0.417,-5.2,25.8,-16.2
810615,3733.8,3.009,968,-0.073,-0.897,-0.38,5.9,50,-5
810665,3733.5,3.009,968,-0.02,-0.748,-0.424,17.1,57.8,0.7
810715,3736.6,3.011,959,0.043,-0.798,-0.415,5.7,61.2,-0.5
810765,3736.6,3.011,959,0.24,-0.64,-0.529,-2.7,31.8,-7.7
810815,3736.5,3.011,959,0.068,-0.848,-0.6,-4.4,54.1,-17.1
810865,3735.6,3.01,962,0.073,-0.831,-0.609,17.7,3.6,-20.2
810915,3737.8,3.012,956,0.106,-0.724,-0.589,4.3,7.4,-15.5
810965,3737.1,3.012,958,0.171,-0.81,-0.545,4.3,12.6,-16.5
811015,3737.3,3.012,957,0.21,-0.851,-0.527,6.7,0.6,-16
811065,3736.8,3.011,959,0.104,-0.847,-0.557,7,2.6,0.2
811115,3736.2,3.011,960,0.156,-0.771,-0.504,8.1,29.2,22.2
811165,3738.1,3.012,955,0.115,-0.843,-0.496,0.6,43.1,28.6
811215,3736.1,3.011,961,0.244,-0.844,-0.477,9.9,59.7,29.5
811265,3736.8,3.011,959,0.2,-0.748,-0.467,-3.7,54.8,11
811315,3735.8,3.011,961,0.255,-0.802,-0.376,-9.1,43.4,-9.8
811365,3733.9,3.009,967,0.278,-0.885,-0.408,-10.8,45.2,-16.2
811415,3735.2,3.01,963,0.266,-0.965,-0.393,-14.3,48.5,-23.4
811465,3736.1,3.011,961,0.315,-0.938,-0.34,-14.1,35.6,-25.8
811515,3738,3.012,955,0.3,-0.882,-0.385,-18.5,42.5,-16.3
811565,3739,3.013,952,0.244,-0.873,-0.361,-19.1,50.7,-1.5
811615,3740.6,3.014,948,0.324,-0.861,-0.354,-9.7,57.2,5.2
811665,3741.4,3.015,945,0.351,-0.866,-0.345,5.7,62.1,0.9
811715,3742.4,3.016,942,0.404,-0.826,-0.335,17.1,67.1,-9.1
811765,3742.2,3.016,943,0.487,-0.845,-0.355,32.8,32.8,-19.9
811815,3744.6,3.018,936,0.494,-0.848,-0.377,36,16.4,-48.9
811865,3747.3,3.02,928,0.391,-0.851,-0.279,32.3,-41.9,-50
811915,3747.6,3.02,927,0.491,-0.846,-0.269,27.2,-43.4,-41
811965,3748.2,3.021,925,0.495,-0.803,-0.269,23.2,-30.8,-38.8
812015,3749.1,3.021,923,0.428,-0.774,-0.312,16.5,-37.7,-16.7
812065,3749.8,3.022,921,0.465,-0.82,-0.421,0.9,-7.5,-7.9
812115,3749.1,3.021,923,0.421,-0.768,-0.447,-12.3,-21.8,3.1
812165,3751,3.023,917,0.47,-0.754,-0.504,-29.8,-2.8,12.5
812215,3750.1,3.022,920,0.337,-0.849,-0.564,-48.3,-7.9,22.2
812265,3748.2,3.021,925,0.453,-0.842,-0.464,-49.8,-5.7,35.3
812315,3746.9,3.02,929,0.447,-0.827,-0.47,-51.9,4.6,25.5
812365,3746.7,3.019,930,0.245,-0.795,-0.428,-52.4,-16.3,26.5
812415,3746.1,3.019,931,0.449,-0.782,-0.371,-30.7,-7.7,22.3
812465,3741.9,3.015,944,0.339,-0.736,-0.478,-22.8,31.1,32.1
812515,3738.8,3.013,953,0.359,-0.745,-0.466,-19.4,4.9,19.3
812565,3733.3,3.009,969,0.342,-0.85,-0.425,-7.3,-12.4,22.9
812615,3726.8,3.003,988,0.473,-0.866,-0.504,4.3,-17,-6.1
812665,3725.1,3.002,993,0.251,-0.833,-0.415,21.4,-39.5,7.6
812715,3720.5,2.998,1007,0.384,-0.784,-0.355,49.7,-50.6,1.4
812765,3715.2,2.994,1022,0.406,-0.84,-0.398,60.8,-35.9,-21.6
812815,3712.1,2.991,1032,0.341,-0.868,-0.44,69,-54.2,-19.2
812865,3708.6,2.989,1042,0.315,-0.819,-0.428,68,-70.1,-16
812915,3708.1,2.988,1044,0.34,-0.861,-0.468,69.9,-69.5,-19.3
812965,3710.2,2.99,1037,0.331,-0.87,-0.402,63.8,-49.1,-23.6
813015,3708.4,2.988,1043,0.325,-0.823,-0.401,55,-72.4,-26.9
813065,3709.4,2.989,1040,0.303,-0.878,-0.392,39.3,-74.2,-25.5
813115,3708.3,2.988,1043,0.301,-0.873,-0.438,20.9,-72.9,-24.1
813165,3709.8,2.99,1038,0.283,-0.852,-0.403,12.8,-72.9,-7.8
813215,3712.6,2.992,1030,0.293,-0.793,-0.459,4.7,-65.7,-7.6
813265,3715.8,2.994,1021,0.243,-0.773,-0.491,-8.5,-50,-5.7
813315,3719.7,2.998,1009,0.179,-0.869,-0.479,-6.7,-62.7,4
813365,3721.2,2.999,1005,0.12,-0.814,-0.443,-4.2,-34.4,25
813415,3723.8,3.001,997,0.095,-0.917,-0.396,0.6,-25.4,38.2
813465,3722.9,3,1000,0.139,-0.859,-0.357,11.3,-9.3,55.1
813515,3725.9,3.003,991,0.043,-0.732,-0.435,13.9,-0.6,50.3
813565,3724.3,3.001,996,0.025,-0.957,-0.336,25.4,-40.2,37.3
813615,3726.7,3.003,988,-0.041,-0.886,-0.318,19,-25.1,25.6
813665,3728.4,3.005,983,0.028,-0.908,-0.329,22.3,13.2,10.4
813715,3730.1,3.006,978,-0.061,-1.162,-0.24,29.1,31.8,2.3
813765,3732.7,3.008,971,-0.046,-1.055,-0.296,29.3,24.1,5.2
813815,3732,3.007,973,-0.066,-0.975,-0.284,37,3.9,14.8
813865,3737.8,3.012,956,0.023,-1.185,0.016,60.5,-15.2,6.6
813915,3739.5,3.014,951,-0.01,-0.691,-0.238,50.1,37.2,6.9
813965,3741.6,3.015,945,-0.032,-1.159,-0.306,25.5,-21,-15.8
814015,3742.7,3.016,941,-0.094,-0.982,0.017,50.1,-95,-11.8
814065,3745.5,3.018,933,0.228,-1.027,0.004,26.1,19.5,-28.6
814115,3746.8,3.019,929,-0.007,-0.829,-0.4,-5.2,174.5,2.8
814165,3746.5,3.019,930,-0.208,-1.087,-0.605,-50.6,157.3,4.7
814215,3745.7,3.019,933,-0.197,-1.079,-0.176,-68.9,48.5,12.4
814265,3744.1,3.017,937,-0.037,-0.853,-0.096,-80.4,72.8,34.8
814315,3743.4,3.017,939,0.057,-0.824,0.042,-68,121.8,32.9
814365,3743.5,3.017,939,0.087,-0.711,-0.044,-54.7,151.3,26
814415,3744.9,3.018,935,0,-0.823,-0.111,-10.9,120.5,43.3
814465,3746.4,3.019,930,0.14,-0.593,-0.203,11.8,64.9,15.9
814515,3747.9,3.02,926,0.456,-0.854,-0.305,-29,92.1,-34.2
814565,3748.1,3.02,926,-0.044,-0.848,-0.21,50.4,105.1,7
814615,3751.3,3.023,916,-0.428,-0.991,-0.603,-31.2,-20.2,-17.9
814665,3752.3,3.024,913,0.24,-1.293,-0.283,20.5,-139.3,-1.7
814715,3753.3,3.025,910,0.164,-1.126,-0.197,13.4,-45.9,4.5
814765,3752.8,3.024,912,0.186,-1.261,-0.316,32.3,-42.4,19.8
814815,3752.4,3.024,913,0.095,-1.08,-0.365,5.7,66.4,-10.8
814865,3752.9,3.024,911,0.034,-1.252,-0.427,21.5,-21,-8.4
814915,3752.2,3.024,914,0.096,-1.139,-0.244,11.7,25.1,-1.1
814965,3751.7,3.023,915,-0.047,-0.914,-0.39,-4.8,46.1,17.1
815015,3751.1,3.023,917,-0.118,-1.14,-0.41,-13.7,31.3,10.4
815065,3745.9,3.019,932,-0.006,-0.892,-0.238,-10.4,-37.7,10
815115,3741,3.015,946,0.203,-1.139,-0.292,4.5,15.6,6.1
815165,3737.4,3.012,957,-0.001,-0.927,-0.386,-19.4,1.4,-12.9
815215,3734.4,3.009,966,0.024,-0.942,-0.35,-21.8,-34.8,-16.5
815265,3729.2,3.005,981,0.162,-0.993,-0.227,-20.2,-29,-16
815315,3729.3,3.005,981,0.126,-0.914,-0.344,-27.9,31.6,-12.6
815365,3725.6,3.002,992,-0.023,-0.965,-0.453,-27.6,29.9,-20.6
815415,3721.8,2.999,1003,0.076,-1.261,-0.469,-15.3,-14.5,-15.3
815465,3719.5,2.997,1010,0.192,-1.09,-0.385,-6.9,-8.6,-17.9
815515,3720.1,2.998,1008,0.083,-1.185,-0.475,3.8,3.5,-21.1
815565,3720.7,2.998,1006,0.152,-1.156,-0.394,21.6,-32.5,-11.3
815615,3719.4,2.997,1010,0.248,-1.087,-0.333,25.9,-20.7,-16.2
815665,3720.1,2.998,1008,0.183,-1.059,-0.32,28.1,-8,-10.2
815715,3722.6,3,1000,0.103,-1.002,-0.409,17.1,-23.8,-16.9
815765,3723.1,3,999,0.125,-0.849,-0.34,20.3,-76.6,-37.5
815815,3722.6,3,1000,0.203,-0.82,-0.269,15.5,-92.1,-49.8
815865,3724.3,3.001,995,0.228,-0.874,-0.313,0.9,-88,-68.4
815915,3721.4,2.999,1004,0.247,-0.876,-0.488,-22.1,-86.3,-78.1
815965,3719.3,2.997,1010,0.184,-0.96,-0.544,-24.7,-87.2,-62.1
816015,3719.5,2.997,1010,0.222,-0.917,-0.524,-41.5,-91,-29
816065,3719.8,2.998,1009,0.301,-0.744,-0.47,-53.9,-23.6,-11.6
816115,3721.2,2.999,1005,0.26,-0.564,-0.539,-71.1,27,-19.2
816165,3725.7,3.002,991,0.284,-0.575,-0.592,-72.1,42.8,-21.6
816215,3725.9,3.003,991,0.306,-0.584,-0.575,-77.1,29.8,-20.1
816265,3729.2,3.005,981,0.285,-0.452,-0.585,-79.4,18.2,-23.5
816315,3730.3,3.006,978,0.354,-0.63,-0.483,-44.1,38,-20.5
816365,3730.6,3.006,977,0.302,-0.378,-0.563,-62.1,6.4,-10.4
816415,3732.9,3.008,970,0.341,-0.493,-0.601,-56.3,8.2,2.9
816465,3732.8,3.008,970,0.446,-0.477,-0.686,-65.4,-5.1,1
816515,3734.6,3.01,965,0.23,-0.52,-0.502,-26.5,-96.4,21.8
816565,3733.3,3.009,969,0.33,-0.597,-0.452,6.5,-141.3,40.8
816615,3733.5,3.009,968,0.369,-0.439,-0.702,49.1,-7.9,37.7
816665,3734,3.009,967,0.567,-0.555,-0.963,30.9,103.2,19
816715,3733.5,3.009,968,0.305,-0.578,-0.991,27,51.8,7.5
816765,3735.7,3.01,962,0.473,-0.429,-0.746,21.4,-25.8,5.9
816815,3737,3.012,958,0.423,-0.526,-0.691,15.5,30.1,-12.2
816865,3734.1,3.009,967,0.381,-0.599,-0.889,7,1.3,-22.9
816915,3735.8,3.01,962,0.385,-0.571,-0.808,13,-14.8,-27.2
816965,3735.8,3.011,961,0.277,-0.628,-0.708,24.6,-49.6,-38.5
817015,3737.9,3.012,955,0.253,-0.573,-0.636,26.4,-73.3,-45.9
817065,3737.4,3.012,957,0.279,-0.532,-0.636,7.1,-27.3,-35.2
817115,3738.5,3.013,954,0.318,-0.787,-0.726,-0.1,47,-32.8
817165,3737.3,3.012,957,0.111,-0.732,-0.606,5.3,25.5,-17.8
817215,3737.8,3.012,956,0.24,-0.794,-0.227,51.5,11.6,17
817265,3736.9,3.011,958,0.341,-0.717,-0.359,88.1,110.9,26.5
817315,3740.4,3.014,948,0.356,-0.994,-0.495,94.8,127,42.8
817365,3740.2,3.014,949,0.239,-0.828,-0.612,90.7,47.5,73.8
817415,3741.4,3.015,945,0.217,-0.929,-0.472,97.6,-10.4,66.3
817465,3744.3,3.017,937,0.451,-0.901,-0.594,95.8,-90.9,54.2
817515,3743.6,3.017,939,0.277,-0.968,-0.312,69.7,-216.4,5.7
817565,3744.3,3.017,937,0.118,-0.89,-0.316,54.3,-102.6,2.8
817615,3746.4,3.019,930,0.111,-0.886,-0.258,51.5,-70.9,5.9
817665,3749.1,3.021,923,0.366,-0.752,-0.182,48.6,-9.6,34.2
817715,3748.8,3.021,923,0.659,-0.792,0.352,-17.4,346.5,11.3
817765,3750.2,3.022,919,-0.094,-1.03,-0.384,-16.5,161,17.6
817815,3751.1,3.023,917,-0.061,-0.881,-0.223,-2.1,47.5,52.9
817865,3752.5,3.024,913,-0.02,-0.985,-0.277,-20.2,1.8,42.8
817915,3752.3,3.024,913,0.157,-0.977,-0.186,-3.9,-21.4,60.1
817965,3753.4,3.025,910,0.126,-0.861,-0.206,-17.4,68.3,63.1
818015,3752.9,3.024,911,-0.078,-1.087,-0.415,-47.9,23.9,20.7
818065,3751.5,3.023,916,-0.026,-1.017,-0.385,-3.5,-41.8,49.4
818115,3753.5,3.025,910,-0.06,-1.039,-0.223,-30.2,-132.1,19.7
818165,3754.3,3.025,908,0.131,-1.116,-0.181,2,-93.5,53.9
818215,3753.1,3.024,911,0.069,-0.837,0.014,-10.9,12.3,58.9
818265,3752.9,3.024,911,-0.282,-0.752,-0.333,-22.7,138.9,60.8
818315,3751.3,3.023,916,-0.285,-0.721,-0.396,-41.1,85.7,60.3
818365,3752.8,3.024,912,-0.295,-0.766,-0.49,-55,61.7,84.2
818415,3749.3,3.021,922,-0.333,-0.6,-0.544,-76.1,43,81.8
818465,3745.8,3.019,932,-0.202,-0.744,-0.518,-114.5,21.4,38.8
818515,3744.6,3.018,936,-0.092,-1.033,-0.313,-41,0.9,20.6
818565,3744.8,3.018,935,-0.212,-0.806,-0.636,-88,72.9,1.6
818615,3742.3,3.016,942,-0.454,-0.779,-0.859,-49.1,103.1,5.2
818665,3743.2,3.016,940,-0.479,-0.741,-0.848,-61,45.9,9
818715,3742.9,3.016,941,-0.331,-0.661,-0.859,-56.1,-21.2,27.6
818765,3744.3,3.017,937,-0.225,-0.666,-0.852,-52.3,-14.8,27
818815,3743.8,3.017,938,-0.29,-0.611,-0.907,-38.9,-4.8,22.6
818865,3743.6,3.017,939,-0.322,-0.624,-0.904,-18.3,-24.3,11.8
